company,industry_code,country,region,industry
Tronox Ltd,5,United States,North America,Chemicals
Vocus Inc,6,United States,North America,Business Equipment & Software
VirtualScopics Inc,6,United States,North America,Business Equipment & Software
iRobot Corp,2,United States,North America,Consumer Durables
Dealertrack Technologies Inc,6,United States,North America,Business Equipment & Software
Cynapsus Therapeutics Inc,10,Canada,North America,Healthcare
Spirit Aerosystems Holdings Inc,3,United States,North America,Manufacturing
ACCO Brands Corp,1,United States,North America,Consumer Non-Durables
PharmAthene Inc,10,United States,North America,Healthcare
Advaxis Inc,10,United States,North America,Healthcare
Baidu Inc,6,China,Asia Pacific,Business Equipment & Software
Complete Production Services Inc,4,United States,North America,Energy
RBC Bearings Inc,3,United States,North America,Manufacturing
TAL International Group Inc,12,United States,North America,Other
IDM Pharma Inc,10,United States,North America,Healthcare
Genomic Health Inc,10,United States,North America,Healthcare
NxStage Medical Inc,10,United States,North America,Healthcare
MathStar Inc-Old,6,United States,North America,Business Equipment & Software
PokerTek Inc,2,United States,North America,Consumer Durables
Penson Worldwide Inc,11,United States,North America,Finance
Cynosure Inc,10,United States,North America,Healthcare
Alsius Corp,10,United States,North America,Healthcare
KapStone Paper & Packaging Corp,3,United States,North America,Manufacturing
Ameriprise Financial Inc,11,United States,North America,Finance
CytoDyn Inc,10,United States,North America,Healthcare
Counterpath Corp,6,Canada,North America,Business Equipment & Software
Crocs Inc,3,United States,North America,Manufacturing
DEI Holdings Inc,2,United States,North America,Consumer Durables
SunPower Corp,6,United States,North America,Business Equipment & Software
Under Armour Inc,1,United States,North America,Consumer Non-Durables
Leidos Holdings Inc,6,United States,North America,Business Equipment & Software
Synergetics USA Inc,10,United States,North America,Healthcare
ZIOPHARM Oncology Inc,10,United States,North America,Healthcare
ProMIS Neurosciences Inc,10,Canada,North America,Healthcare
Tranzeo Wireless Technologies Inc,6,Canada,North America,Business Equipment & Software
American Railcar Industries Inc,3,United States,North America,Manufacturing
Vertis Inc,12,United States,North America,Other
Saifun Semiconductors Ltd,6,Israel,Other,Business Equipment & Software
Cereplast Inc,5,United States,North America,Chemicals
Vimicro International Corp,6,China,Asia Pacific,Business Equipment & Software
Vecima Networks Inc,6,Canada,North America,Business Equipment & Software
Actions Semiconductor Co Ltd,6,China,Asia Pacific,Business Equipment & Software
Bio-Path Holdings Inc,10,United States,North America,Healthcare
Coleman Cable Inc,3,United States,North America,Manufacturing
Aviza Technology Inc,6,United States,North America,Business Equipment & Software
Viacom Inc,7,United States,North America,Telecommunication
Suntech Power Holdings Co Ltd,6,China,Asia Pacific,Business Equipment & Software
Miranda Technologies Inc,6,Canada,North America,Business Equipment & Software
Pixelplus Co Ltd,6,South Korea,Asia Pacific,Business Equipment & Software
Somaxon Pharmaceuticals Inc,10,United States,North America,Healthcare
Lpath Inc,10,United States,North America,Healthcare
Live Nation Entertainment Inc,12,United States,North America,Other
NUCRYST Pharmaceuticals Corp,10,United States,North America,Healthcare
Pollard Banknote Ltd,3,Canada,North America,Manufacturing
Calumet Specialty Products Partners LP,4,United States,North America,Energy
Altus Pharmaceuticals Inc,10,United States,North America,Healthcare
Ecosphere Technologies Inc,4,United States,North America,Energy
Chipotle Mexican Grill Inc,9,United States,North America,Wholesale & Retail
Perion Network Ltd,6,Israel,Other,Business Equipment & Software
Ternium SA,3,Luxembourg,Europe,Manufacturing
Dextera Surgical Inc,10,United States,North America,Healthcare
Fidelity National Information Services Inc,6,United States,North America,Business Equipment & Software
Molecular Insight Pharmaceuticals Inc,10,United States,North America,Healthcare
Hughes Communications Inc,7,United States,North America,Telecommunication
Liquidity Services Inc,9,United States,North America,Wholesale & Retail
20-20 Technologies Inc,6,Canada,North America,Business Equipment & Software
Novadaq Technologies Inc,10,Canada,North America,Healthcare
Intermap Technologies Corp,6,United States,North America,Business Equipment & Software
Kraton Corp,5,United States,North America,Chemicals
Visicu Inc,6,United States,North America,Business Equipment & Software
Alexza Pharmaceuticals Inc,10,United States,North America,Healthcare
Know Labs Inc,6,United States,North America,Business Equipment & Software
PositiveID Corp,2,United States,North America,Consumer Durables
Vanda Pharmaceuticals Inc,10,United States,North America,Healthcare
Anavex Life Sciences Corp,10,United States,North America,Healthcare
Techwell Inc,6,United States,North America,Business Equipment & Software
Omrix Biopharmaceuticals Inc,10,United States,North America,Healthcare
Ascent Solar Technologies Inc,6,United States,North America,Business Equipment & Software
SENSIO Technologies Inc,2,Canada,North America,Consumer Durables
Alphatec Holdings Inc,10,United States,North America,Healthcare
Vonage Holdings Corp,7,United States,North America,Telecommunication
Luna Innovations Inc,12,United States,North America,Other
Basin Water Inc,3,United States,North America,Manufacturing
Cleveland BioLabs Inc,10,United States,North America,Healthcare
Synchronoss Technologies Inc,6,United States,North America,Business Equipment & Software
Northstar Neuroscience Inc,10,United States,North America,Healthcare
Sandvine Corp,6,Canada,North America,Business Equipment & Software
FC Global Realty Inc,11,United States,North America,Finance
Proofpoint Inc,6,United States,North America,Business Equipment & Software
Gogo Inc,7,United States,North America,Telecommunication
Cancer Genetics Inc,10,United States,North America,Healthcare
Extend Health Inc,11,United States,North America,Finance
Infoblox Inc,6,United States,North America,Business Equipment & Software
Oramed Pharmaceuticals Inc,10,Israel,Other,Healthcare
Millennial Media Inc,6,United States,North America,Business Equipment & Software
Radius Health Inc,10,United States,North America,Healthcare
Barfresh Food Group Inc,1,United States,North America,Consumer Non-Durables
Audience Inc,6,United States,North America,Business Equipment & Software
Splunk Inc,6,United States,North America,Business Equipment & Software
Facebook Inc,6,United States,North America,Business Equipment & Software
Cool Technologies Inc,2,United States,North America,Consumer Durables
Organovo Holdings Inc,10,United States,North America,Healthcare
Caesarstone Ltd,3,Israel,Other,Manufacturing
E2open Inc,6,United States,North America,Business Equipment & Software
Echo Automotive Inc,2,United States,North America,Consumer Durables
BATS Global Markets Inc,11,United States,North America,Finance
Phillips 66,4,United States,North America,Energy
Tumi Holdings Inc,1,United States,North America,Consumer Non-Durables
Aspen Group Inc,12,United States,North America,Other
TCP International Holdings Ltd,2,Switzerland,Europe,Consumer Durables
Globus Medical Inc,10,United States,North America,Healthcare
ServiceNow Inc,6,United States,North America,Business Equipment & Software
Stemline Therapeutics Inc,10,United States,North America,Healthcare
Growlife Inc,2,United States,North America,Consumer Durables
Forum Energy Technologies Inc,3,United States,North America,Manufacturing
Palo Alto Networks Inc,6,United States,North America,Business Equipment & Software
Press Ganey Holdings Inc,6,United States,North America,Business Equipment & Software
ClearSign Combustion Corp,6,United States,North America,Business Equipment & Software
RXi Pharmaceuticals Corp,10,United States,North America,Healthcare
PGT Innovations Inc,3,United States,North America,Manufacturing
Restore Medical Inc,10,United States,North America,Healthcare
InfoLogix Inc,6,United States,North America,Business Equipment & Software
CommVault Systems Inc,6,United States,North America,Business Equipment & Software
Volcano Corp,10,United States,North America,Healthcare
Houston Wire & Cable Co,9,United States,North America,Wholesale & Retail
PTC Therapeutics Inc,10,United States,North America,Healthcare
Achillion Pharmaceuticals Inc,10,United States,North America,Healthcare
Replidyne Inc,10,United States,North America,Healthcare
Micromet Inc,10,United States,North America,Healthcare
Perlegen Sciences Inc,10,United States,North America,Healthcare
KBR Inc,12,United States,North America,Other
Riverbed Technology Inc,6,United States,North America,Business Equipment & Software
eHealth Inc,11,United States,North America,Finance
LeMaitre Vascular Inc,10,United States,North America,Healthcare
Andalay Solar Inc,3,United States,North America,Manufacturing
Home Diagnostics Inc,10,United States,North America,Healthcare
DivX Inc,6,United States,North America,Business Equipment & Software
Pharmasset Inc,10,United States,North America,Healthcare
Mitel Networks Corp,6,Canada,North America,Business Equipment & Software
Innophos Holdings Inc,5,United States,North America,Chemicals
ICF International Inc,12,United States,North America,Other
Osiris Therapeutics Inc,10,United States,North America,Healthcare
Artes Medical Inc,10,United States,North America,Healthcare
Omniture Inc,6,United States,North America,Business Equipment & Software
Stewart & Stevenson LLC,3,United States,North America,Manufacturing
Sirona Dental Systems Inc,10,United States,North America,Healthcare
ORBCOMM Inc,7,United States,North America,Telecommunication
Amicus Therapeutics Inc,10,United States,North America,Healthcare
ImmunoCellular Therapeutics Ltd,10,United States,North America,Healthcare
Hill International Inc,12,United States,North America,Other
Synergy Pharmaceuticals Inc,10,United States,North America,Healthcare
SenoRx Inc,10,United States,North America,Healthcare
Acme Packet Inc,6,United States,North America,Business Equipment & Software
Medifocus Inc,10,Canada,North America,Healthcare
Trubion Pharmaceuticals Inc,10,United States,North America,Healthcare
Warner Chilcott Plc,10,Ireland,Europe,Healthcare
PolyMedix Inc,10,United States,North America,Healthcare
Western Union Co,11,United States,North America,Finance
Sucampo Pharmaceuticals Inc,10,United States,North America,Healthcare
